X_0,Y_0,X_1,Y_1,X_2,Y_2,X_3,Y_3,X_4,Y_4
0,0,0,0,0,0,0,0,0,0
2,0,191,0,4,0,4,0,191,0
0,0,0,0,32,0,32,0,0,0
4,0,1,0,0,0,0,0,1,0
32,0,0,0,4,0,28,0,0,0
0,0,2,0,32,0,0,0,2,0
4,0,0,0,0,0,4,0,0,0
32,0,32,0,28,0,0,0,32,0
0,0,32,0,0,0,191,0,32,0
28,0,0,0,4,0,0,0,0,0
0,0,32,0,0,0,1,0,32,0
4,0,32,0,191,0,0,0,32,0
0,0,0,0,0,0,2,0,0,0
191,0,84,0,1,0,0,0,84,0
0,0,0,0,0,0,32,0,0,0
1,0,8,0,2,0,32,0,8,0
0,0,0,0,0,0,0,0,0,0
2,0,201,0,32,0,32,0,201,0
0,0,0,0,32,0,32,0,0,0
32,0,14,0,0,0,0,0,14,0
32,0,0,0,32,0,84,0,0,0
0,0,3,0,32,0,0,0,3,0
32,0,0,0,0,0,8,0,0,0
32,0,16,0,84,0,0,0,16,0
0,0,62,0,0,0,201,0,62,0
84,0,0,0,8,0,0,0,0,0
0,0,16,0,0,0,14,0,16,0
8,0,46,0,201,0,0,0,46,0
0,0,0,0,0,0,3,0,0,0
201,0,8,0,14,0,0,0,8,0
0,0,0,0,0,0,16,0,0,0
14,0,8,0,3,0,62,0,8,0
0,0,0,0,0,0,0,0,0,0
3,0,8,0,16,0,16,0,8,0
0,0,0,0,62,0,46,0,0,0
16,0,213,0,0,0,0,0,213,0
62,0,0,0,16,0,8,0,0,0
0,0,15,0,46,0,0,0,15,0
16,0,0,0,0,0,8,0,0,0
46,0,3,0,8,0,0,0,3,0
0,0,0,0,0,0,8,0,0,0
8,0,24,0,8,0,0,0,24,0
0,0,62,0,0,0,213,0,62,0
8,0,0,0,8,0,0,0,0,0
0,0,24,0,0,0,15,0,24,0
8,0,46,0,213,0,0,0,46,0
0,0,0,0,0,0,3,0,0,0
213,0,8,0,15,0,0,0,8,0
0,0,0,0,0,0,24,0,0,0
15,0,8,0,3,0,62,0,8,0
0,0,0,0,0,0,0,0,0,0
3,0,8,0,24,0,24,0,8,0
0,0,0,0,62,0,46,0,0,0
24,0,225,0,0,0,0,0,225,0
62,0,0,0,24,0,8,0,0,0
0,0,6,0,46,0,0,0,6,0
24,0,0,0,0,0,8,0,0,0
46,0,3,0,8,0,0,0,3,0
0,0,0,0,0,0,8,0,0,0
8,0,32,0,8,0,0,0,32,0
0,0,62,0,0,0,225,0,62,0
8,0,0,0,8,0,0,0,0,0
0,0,32,0,0,0,6,0,32,0
8,0,46,0,225,0,0,0,46,0
0,0,0,0,0,0,3,0,0,0
225,0,160,0,6,0,0,0,160,0
0,0,1,0,0,0,32,0,1,0
6,0,0,0,3,0,62,0,0,0
0,0,7,0,0,0,0,0,7,0
3,0,0,0,32,0,32,0,0,0
0,0,8,0,62,0,46,0,8,0
32,0,0,0,0,0,0,0,0,0
62,0,16,0,32,0,160,0,16,0
0,0,0,0,46,0,1,0,0,0
32,0,234,0,0,0,0,0,234,0
46,0,0,0,160,0,7,0,0,0
0,0,1,0,1,0,0,0,1,0
160,0,0,0,0,0,8,0,0,0
1,0,3,0,7,0,0,0,3,0
0,0,0,0,0,0,16,0,0,0
7,0,192,0,8,0,0,0,192,0
0,0,63,0,0,0,234,0,63,0
8,0,0,0,16,0,0,0,0,0
0,0,192,0,0,0,1,0,192,0
16,0,47,0,234,0,0,0,47,0
0,0,0,0,0,0,3,0,0,0
234,0,40,0,1,0,0,0,40,0
0,0,0,0,0,0,192,0,0,0
1,0,8,0,3,0,63,0,8,0
0,0,0,0,0,0,0,0,0,0
3,0,8,0,192,0,192,0,8,0
0,0,0,0,63,0,47,0,0,0
192,0,239,0,0,0,0,0,239,0
63,0,0,0,192,0,40,0,0,0
0,0,1,0,47,0,0,0,1,0
192,0,0,0,0,0,8,0,0,0
47,0,3,0,40,0,0,0,3,0
0,0,0,0,0,0,8,0,0,0
40,0,232,0,8,0,0,0,232,0
0,0,63,0,0,0,239,0,63,0
8,0,0,0,8,0,0,0,0,0
0,0,232,0,0,0,1,0,232,0
8,0,47,0,239,0,0,0,47,0
0,0,0,0,0,0,3,0,0,0
239,0,24,0,1,0,0,0,24,0
0,0,0,0,0,0,232,0,0,0
1,0,8,0,3,0,63,0,8,0
0,0,0,0,0,0,0,0,0,0
3,0,8,0,232,0,232,0,8,0
0,0,0,0,63,0,47,0,0,0
232,0,248,0,0,0,0,0,248,0
63,0,0,0,232,0,24,0,0,0
0,0,1,0,47,0,0,0,1,0
232,0,0,0,0,0,8,0,0,0
47,0,3,0,24,0,0,0,3,0
0,0,0,0,0,0,8,0,0,0
24,0,64,0,8,0,0,0,64,0
0,0,0,0,0,0,248,0,0,0
8,0,48,0,8,0,0,0,48,0
0,0,0,0,0,0,1,0,0,0
8,0,16,0,248,0,0,0,16,0
0,0,0,0,0,0,3,0,0,0
248,0,8,0,1,0,0,0,8,0
0,0,0,0,0,0,64,0,0,0
1,0,254,0,3,0,0,0,254,0
0,0,0,0,0,0,48,0,0,0
3,0,8,0,64,0,0,0,8,0
0,0,0,0,0,0,16,0,0,0
64,0,3,0,48,0,0,0,3,0
0,0,0,0,0,0,8,0,0,0
48,0,16,0,16,0,0,0,16,0
0,0,64,0,0,0,254,0,64,0
16,0,0,0,8,0,0,0,0,0
0,0,16,0,0,0,8,0,16,0
8,0,48,0,254,0,0,0,48,0
0,0,0,0,0,0,3,0,0,0
254,0,8,0,8,0,0,0,8,0
0,0,0,0,0,0,16,0,0,0
8,0,1,0,3,0,64,0,1,0
0,0,0,0,0,0,0,0,0,0
3,0,3,0,16,0,16,0,3,0
0,0,1,0,64,0,48,0,1,0
16,0,0,0,0,0,0,0,0,0
64,0,1,0,16,0,8,0,1,0
0,0,0,0,48,0,0,0,0,0
16,0,48,0,0,0,1,0,48,0
48,0,0,0,8,0,0,0,0,0
0,0,16,0,0,0,3,0,16,0
8,0,48,0,1,0,1,0,48,0
0,0,0,0,0,0,0,0,0,0
1,0,27,0,3,0,1,0,27,0
0,0,0,0,1,0,0,0,0,0
3,0,1,0,0,0,48,0,1,0
1,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,16,0,1,0
1,0,0,0,48,0,48,0,0,0
0,0,1,0,0,0,0,0,1,0
48,0,0,0,16,0,27,0,0,0
0,0,2,0,48,0,0,0,2,0
16,0,0,0,0,0,1,0,0,0
48,0,48,0,27,0,0,0,48,0
0,0,48,0,0,0,1,0,48,0
27,0,0,0,1,0,0,0,0,0
0,0,40,0,0,0,1,0,40,0
1,0,2,0,1,0,0,0,2,0
0,0,0,0,0,0,2,0,0,0
1,0,26,0,1,0,0,0,26,0
0,0,0,0,0,0,48,0,0,0
1,0,6,0,2,0,48,0,6,0
0,0,0,0,0,0,0,0,0,0
2,0,8,0,48,0,40,0,8,0
0,0,0,0,48,0,2,0,0,0
48,0,24,0,0,0,0,0,24,0
48,0,0,0,40,0,26,0,0,0
0,0,9,0,2,0,0,0,9,0
40,0,0,0,0,0,6,0,0,0
2,0,3,0,26,0,0,0,3,0
0,0,0,0,0,0,8,0,0,0
26,0,88,0,6,0,0,0,88,0
0,0,50,0,0,0,24,0,50,0
6,0,0,0,8,0,0,0,0,0
0,0,18,0,0,0,9,0,18,0
8,0,1,0,24,0,0,0,1,0
0,0,0,0,0,0,3,0,0,0
24,0,1,0,9,0,0,0,1,0
0,0,0,0,0,0,88,0,0,0
9,0,17,0,3,0,50,0,17,0
0,0,0,0,0,0,0,0,0,0
3,0,3,0,88,0,18,0,3,0
0,0,0,0,50,0,1,0,0,0
88,0,106,0,0,0,0,0,106,0
50,0,51,0,18,0,1,0,51,0
0,0,0,0,1,0,0,0,0,0
18,0,12,0,0,0,17,0,12,0
1,0,1,0,1,0,0,0,1,0
0,0,0,0,0,0,3,0,0,0
1,0,1,0,17,0,0,0,1,0
0,0,0,0,0,0,106,0,0,0
17,0,0,0,3,0,51,0,0,0
0,0,0,0,0,0,0,0,0,0
3,0,0,0,106,0,12,0,0,0
0,0,0,0,51,0,1,0,0,0
106,0,0,0,0,0,0,0,0,0
51,0,0,0,12,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
